,loss
125,0.5852975845336914
126,0.5960197448730469
127,0.592044472694397
128,0.5828301310539246
129,0.574540913105011
130,0.5958175659179688
131,0.5833770632743835
132,0.5911775231361389
133,0.5956899523735046
134,0.5859746932983398
135,0.5782063007354736
136,0.5826137661933899
137,0.599122941493988
138,0.5846254229545593
139,0.5926773548126221
140,0.5756937861442566
141,0.5861092805862427
142,0.5824375748634338
143,0.5922251343727112
144,0.5889712572097778
145,0.5870417952537537
146,0.5820525884628296
147,0.5868438482284546
148,0.5860579013824463
149,0.6013924479484558
150,0.5862101912498474
151,0.586677074432373
152,0.5860109925270081
153,0.5860847234725952
154,0.5812034606933594
155,0.5835199356079102
156,0.5775619745254517
157,0.583570122718811
158,0.5815114378929138
159,0.5801630616188049
160,0.5850751996040344
161,0.5815030932426453
162,0.5833383798599243
163,0.5831933617591858
164,0.5739683508872986
165,0.5764195322990417
166,0.5828670859336853
167,0.5834969878196716
168,0.5730761885643005
169,0.5735905766487122
170,0.5746538639068604
171,0.5804654955863953
172,0.5777055025100708
173,0.577709972858429
174,0.5856003165245056
175,0.573527455329895
176,0.5727264881134033
177,0.5750822424888611
178,0.5739943385124207
179,0.5678635239601135
180,0.5765930414199829
181,0.5712869167327881
182,0.5705581903457642
183,0.573458731174469
184,0.5730848908424377
185,0.5605883002281189
186,0.5778021216392517
187,0.5691120624542236
188,0.5679221153259277
189,0.573276162147522
190,0.5737214684486389
191,0.5619972348213196
192,0.5630453824996948
193,0.5746434330940247
194,0.5709129571914673
195,0.5627490282058716
196,0.5637844800949097
197,0.5626887679100037
198,0.5649798512458801
199,0.5600314140319824
200,0.5642912983894348
201,0.5664584636688232
202,0.565641462802887
203,0.5665878653526306
204,0.5579150915145874
205,0.5563645958900452
206,0.5627754926681519
207,0.5679727792739868
208,0.5620980858802795
209,0.5671915411949158
210,0.566609263420105
211,0.5608595609664917
212,0.5672313570976257
213,0.565662682056427
214,0.5622907876968384
215,0.5627443194389343
216,0.5666447281837463
217,0.5706186890602112
218,0.5668765902519226
219,0.5617647171020508
220,0.5654285550117493
221,0.5570672154426575
222,0.5542463064193726
223,0.5580151081085205
224,0.5594868063926697
225,0.5604885816574097
226,0.5589746832847595
227,0.552175760269165
228,0.560448944568634
229,0.5541113018989563
230,0.555780291557312
231,0.560492753982544
232,0.5540052652359009
233,0.5567648410797119
234,0.561594545841217
235,0.5573410391807556
236,0.5521916747093201
237,0.5532311797142029
238,0.5592740178108215
239,0.5626168847084045
240,0.5594469308853149
241,0.5555644035339355
242,0.555655837059021
243,0.5549258589744568
244,0.5508247017860413
245,0.5577232837677002
246,0.556464672088623
247,0.563601016998291
248,0.5575011372566223
249,0.5491135716438293
250,0.5570982694625854
251,0.5527200698852539
252,0.5563533902168274
253,0.5545216202735901
254,0.558470606803894
255,0.5651420950889587
256,0.5481684803962708
257,0.549260139465332
258,0.5482655763626099
259,0.5613940358161926
260,0.5489965081214905
261,0.5580469369888306
262,0.55435711145401
263,0.5527975559234619
264,0.5531826019287109
265,0.5512570142745972
266,0.5417592525482178
267,0.5506660342216492
268,0.5510596036911011
269,0.5539703965187073
270,0.5600425004959106
271,0.5538522601127625
272,0.5520163774490356
273,0.5608639717102051
274,0.5596438050270081
275,0.549038290977478
276,0.5561524033546448
277,0.5481643676757812
278,0.5617068409919739
279,0.5540474057197571
280,0.5517449975013733
281,0.5528964400291443
282,0.5477295517921448
283,0.5557451248168945
284,0.5411236882209778
285,0.5485767722129822
286,0.5500356554985046
287,0.5451149940490723
288,0.5536035299301147
289,0.5535048842430115
290,0.5468406081199646
291,0.5559614300727844
292,0.5538259148597717
293,0.5610867738723755
294,0.5474664568901062
295,0.5552145838737488
296,0.5441010594367981
297,0.5509515404701233
298,0.5601342916488647
299,0.5418732762336731
300,0.5522496700286865
301,0.5539361238479614
302,0.563504695892334
303,0.5366916656494141
304,0.5500900745391846
305,0.5543246269226074
306,0.5455069541931152
307,0.5471131205558777
308,0.5416671633720398
309,0.5537452101707458
310,0.5515256524085999
311,0.5395606160163879
312,0.544029951095581
313,0.5479143857955933
314,0.5515658259391785
315,0.5444924831390381
316,0.5486032962799072
317,0.5428972840309143
318,0.544567346572876
319,0.5454420447349548
320,0.5537914037704468
321,0.5524259209632874
322,0.5400376319885254
323,0.5512389540672302
324,0.5435349345207214
325,0.5439154505729675
326,0.5431406497955322
327,0.5473108887672424
328,0.5329410433769226
329,0.5498589873313904
330,0.5467815399169922
331,0.5425295829772949
332,0.5371318459510803
333,0.5553533434867859
334,0.5495991706848145
335,0.547074019908905
336,0.5492703318595886
337,0.5448268055915833
338,0.5455060005187988
339,0.5418232083320618
340,0.5494078993797302
341,0.5392981171607971
342,0.5494599938392639
343,0.5356961488723755
344,0.534889817237854
345,0.5464996695518494
346,0.5421754717826843
347,0.5459842085838318
348,0.5414185523986816
349,0.5425347685813904
350,0.539256751537323
351,0.5515695810317993
352,0.5493773818016052
353,0.5445537567138672
354,0.5415126085281372
355,0.5386403799057007
356,0.539634644985199
357,0.54170823097229
358,0.5436401963233948
359,0.5455271601676941
360,0.5436623096466064
361,0.537086009979248
362,0.5441239476203918
363,0.5441784858703613
364,0.5436596870422363
365,0.550104558467865
366,0.545632004737854
367,0.5410947203636169
368,0.5463432669639587
369,0.5440376400947571
370,0.5401838421821594
371,0.5356547832489014
372,0.5349242687225342
373,0.5382751822471619
374,0.5418109893798828
375,0.5441027879714966
376,0.545053243637085
377,0.5428904294967651
378,0.5397178530693054
379,0.5454537868499756
380,0.5497772097587585
381,0.5430450439453125
382,0.5423566102981567
383,0.5512081980705261
384,0.5331363081932068
385,0.5439996123313904
386,0.5407217144966125
387,0.5336209535598755
388,0.5507141351699829
389,0.5389226078987122
390,0.5416551828384399
391,0.5341756343841553
392,0.5429071187973022
393,0.5457825064659119
394,0.537584662437439
395,0.5424825549125671
396,0.5359749794006348
397,0.5351881980895996
398,0.5283243060112
399,0.5325503349304199
400,0.5362483859062195
401,0.5369774699211121
402,0.5337318181991577
403,0.5435529351234436
404,0.5455925464630127
405,0.5369486212730408
406,0.546273946762085
407,0.5405346751213074
408,0.5392760634422302
409,0.5377870798110962
410,0.5358337759971619
411,0.542076051235199
412,0.5436602830886841
413,0.5329355001449585
414,0.5331868529319763
415,0.5281328558921814
416,0.5267135500907898
417,0.5374501943588257
418,0.5266154408454895
419,0.5264676213264465
420,0.5355212092399597
421,0.5346036553382874
422,0.5335937738418579
423,0.5273928642272949
424,0.5408790707588196
425,0.5315465927124023
426,0.5402541756629944
427,0.5365063548088074
428,0.5383397340774536
429,0.5399856567382812
430,0.5304554104804993
431,0.547978937625885
432,0.5316495895385742
433,0.5350202918052673
434,0.527341365814209
435,0.5262415409088135
436,0.5383408665657043
437,0.5226492285728455
438,0.5377694368362427
439,0.5267115831375122
440,0.5310443639755249
441,0.5375904440879822
442,0.535208523273468
443,0.5363458395004272
444,0.5268502235412598
445,0.5362308621406555
446,0.5295599699020386
447,0.5277178287506104
448,0.5304173827171326
449,0.5303813815116882
450,0.531001627445221
451,0.5444736480712891
452,0.5400300621986389
453,0.5396609306335449
454,0.5353425741195679
455,0.5333532691001892
456,0.5313683152198792
457,0.5481405258178711
458,0.5329955220222473
459,0.5288749933242798
460,0.5332248210906982
461,0.5356364846229553
462,0.531298041343689
463,0.525567352771759
464,0.5392923355102539
465,0.5311535596847534
466,0.5358451008796692
467,0.5248892307281494
468,0.5284116268157959
469,0.5288122296333313
470,0.533351719379425
471,0.5324171185493469
472,0.5276421904563904
473,0.5295935273170471
474,0.5232698917388916
475,0.5318052172660828
476,0.535261869430542
477,0.5243328213691711
478,0.527195155620575
479,0.5394810438156128
480,0.5315130949020386
481,0.5270864963531494
482,0.5263606905937195
483,0.520462691783905
484,0.5227482914924622
485,0.5373985171318054
486,0.5274692177772522
487,0.5195741057395935
488,0.5290997624397278
489,0.5235819816589355
490,0.5403599143028259
491,0.5322216749191284
492,0.5284057259559631
493,0.5311286449432373
494,0.531936526298523
495,0.536871075630188
496,0.5238021016120911
497,0.5232385993003845
498,0.5314810872077942
499,0.5254189372062683
500,0.5209857225418091
501,0.5290546417236328
502,0.5245351791381836
503,0.5248859524726868
504,0.5281040072441101
505,0.5262854099273682
506,0.519028902053833
507,0.5330837965011597
508,0.5241385698318481
509,0.5200294852256775
510,0.5249505043029785
511,0.5303918123245239
512,0.5124718546867371
513,0.5196482539176941
514,0.5255357027053833
515,0.5194622278213501
516,0.5204992890357971
517,0.5235581398010254
518,0.5206035375595093
519,0.5271257162094116
520,0.531356930732727
521,0.5213280320167542
522,0.5200278759002686
523,0.5289372801780701
524,0.5263229608535767
525,0.5144752860069275
526,0.52243572473526
527,0.5235973000526428
528,0.5188101530075073
529,0.5160099864006042
530,0.5232019424438477
531,0.5313768982887268
532,0.5265740752220154
533,0.514898955821991
534,0.518468976020813
535,0.5190189480781555
536,0.5300907492637634
537,0.5353603363037109
538,0.5199393033981323
539,0.5228294730186462
540,0.5154625177383423
541,0.5105923414230347
542,0.5248574614524841
543,0.5233046412467957
544,0.5207676291465759
545,0.5195596218109131
546,0.520300030708313
547,0.5217131972312927
548,0.515322744846344
549,0.5237899422645569
550,0.5277033448219299
551,0.528432309627533
552,0.5201273560523987
553,0.5248851776123047
554,0.5197098255157471
555,0.524675190448761
556,0.5168455839157104
557,0.5191035866737366
558,0.5195981860160828
559,0.5173795819282532
560,0.5179412364959717
561,0.5167763829231262
562,0.5039598345756531
563,0.5127158164978027
564,0.5212557315826416
565,0.5269456505775452
566,0.5128833651542664
567,0.5151269435882568
568,0.5113210082054138
569,0.5106577277183533
570,0.521812379360199
571,0.5194357633590698
572,0.5168783664703369
573,0.5168315172195435
574,0.5216231942176819
575,0.511946439743042
576,0.5201088786125183
577,0.5207628607749939
578,0.5147056579589844
579,0.5205387473106384
580,0.5159517526626587
581,0.5152348279953003
582,0.5221605896949768
583,0.5192506313323975
584,0.5232276320457458
585,0.5100996494293213
586,0.5234422087669373
587,0.5212568640708923
588,0.5138944387435913
589,0.5133581161499023
590,0.5158905982971191
591,0.5139033794403076
592,0.5013075470924377
593,0.5116537809371948
594,0.5072396993637085
595,0.5061855912208557
596,0.5091431736946106
597,0.522464394569397
598,0.5181861519813538
599,0.5218830108642578
600,0.5048967003822327
601,0.5257889032363892
602,0.518173336982727
603,0.5181463360786438
604,0.5179378986358643
605,0.5151117444038391
606,0.5197001099586487
607,0.5124486088752747
608,0.5083195567131042
609,0.5171172022819519
610,0.5053344964981079
611,0.5146629214286804
612,0.5077125430107117
613,0.5169121623039246
614,0.5248032212257385
615,0.5130252242088318
616,0.5132074952125549
617,0.5138927698135376
618,0.5227049589157104
619,0.5069736838340759
620,0.5114935636520386
621,0.5154815912246704
622,0.5170621871948242
623,0.5160720348358154
624,0.5131404995918274
625,0.5106839537620544
626,0.5191043019294739
627,0.515852689743042
628,0.5190768241882324
629,0.5103240013122559
630,0.5038645267486572
631,0.5151105523109436
632,0.511692464351654
633,0.5221136212348938
634,0.5101726055145264
635,0.514655590057373
636,0.5150420069694519
637,0.5152254104614258
638,0.5125986933708191
639,0.5035226941108704
640,0.5063555240631104
641,0.514363706111908
642,0.5121167302131653
643,0.5148099660873413
644,0.5284018516540527
645,0.5164632201194763
646,0.5195068120956421
647,0.5162966847419739
648,0.5142832398414612
649,0.5073820352554321
650,0.5098190307617188
651,0.5072558522224426
652,0.5033072829246521
653,0.499668687582016
654,0.5108975768089294
655,0.5174988508224487
656,0.521763265132904
657,0.5186858177185059
658,0.5162211656570435
659,0.5044807195663452
660,0.5164973139762878
661,0.519228994846344
662,0.5114602446556091
663,0.509972870349884
664,0.5130336880683899
665,0.513920247554779
666,0.5141257643699646
667,0.5190165638923645
668,0.5016230344772339
669,0.515317976474762
670,0.5132003426551819
671,0.5145506858825684
672,0.4968019425868988
673,0.5068162083625793
674,0.5084757804870605
675,0.5150227546691895
676,0.519537627696991
677,0.5098838210105896
678,0.5036731362342834
679,0.5106579065322876
680,0.5055479407310486
681,0.5212641358375549
682,0.5139214396476746
683,0.5041504502296448
684,0.5104798674583435
685,0.5233460068702698
686,0.5020448565483093
687,0.5193406939506531
688,0.5138347148895264
689,0.5096022486686707
690,0.5019901990890503
691,0.5028485059738159
692,0.5110791921615601
693,0.5089885592460632
694,0.510281503200531
695,0.5044894814491272
696,0.5061225295066833
697,0.5139790177345276
698,0.5051435828208923
699,0.49607163667678833
700,0.5040361881256104
701,0.5144935250282288
702,0.4984956681728363
703,0.5030170679092407
704,0.509147584438324
705,0.49343523383140564
706,0.5018801689147949
707,0.5136662125587463
708,0.5062204003334045
709,0.5038301348686218
710,0.5017256140708923
711,0.5038347244262695
712,0.5101442933082581
713,0.508682906627655
714,0.5123996734619141
715,0.5042776465415955
716,0.49603527784347534
717,0.5070284605026245
718,0.5178995132446289
719,0.4992019832134247
720,0.5087844729423523
721,0.5074305534362793
722,0.49796050786972046
723,0.5085265040397644
724,0.49968159198760986
725,0.5002354979515076
726,0.49716711044311523
727,0.5083397626876831
728,0.5016220211982727
729,0.5041351318359375
730,0.49913161993026733
731,0.516305685043335
732,0.4990481436252594
733,0.4988139569759369
734,0.5014334321022034
735,0.504160463809967
736,0.5068454146385193
737,0.5043654441833496
738,0.5094144344329834
739,0.5016019344329834
740,0.5072953104972839
741,0.5056279897689819
742,0.5012702345848083
743,0.5050069689750671
744,0.4983684718608856
745,0.5083867311477661
746,0.49805116653442383
747,0.5064833164215088
748,0.501939058303833
749,0.4991868734359741
750,0.5096035003662109
751,0.5032479166984558
752,0.49597328901290894
753,0.491887629032135
754,0.4998231530189514
755,0.4946972727775574
756,0.5136234164237976
757,0.49677518010139465
758,0.49847689270973206
759,0.4931996166706085
760,0.5098753571510315
761,0.5048882961273193
762,0.5017264485359192
763,0.4971311092376709
764,0.4935608208179474
765,0.5003543496131897
766,0.5044553279876709
767,0.5104029774665833
768,0.5198977589607239
769,0.507285475730896
770,0.507536768913269
771,0.4984908103942871
772,0.49356701970100403
773,0.5023102164268494
774,0.5062302947044373
775,0.49886369705200195
776,0.5042980313301086
777,0.4911852180957794
778,0.4977782070636749
779,0.5024194121360779
780,0.5001600384712219
781,0.49804046750068665
782,0.49656054377555847
783,0.496674507856369
784,0.492988646030426
785,0.5162408947944641
786,0.5000786781311035
787,0.5036779046058655
788,0.49856874346733093
789,0.4975714087486267
790,0.5077098608016968
791,0.4971030354499817
792,0.4952962100505829
793,0.5143394470214844
794,0.5082364082336426
795,0.5022469162940979
796,0.4942271113395691
797,0.5003514885902405
798,0.5052602291107178
799,0.4961010217666626
800,0.5074119567871094
801,0.502657413482666
802,0.4969728887081146
803,0.49367424845695496
804,0.4851626455783844
805,0.5157027244567871
806,0.5014427900314331
807,0.49461209774017334
808,0.495328426361084
809,0.5074376463890076
810,0.4941399395465851
811,0.508259654045105
812,0.4951484799385071
813,0.4961574971675873
814,0.4959183931350708
815,0.49243757128715515
816,0.5051528811454773
817,0.4967835247516632
818,0.5011860728263855
819,0.5036645531654358
820,0.49417662620544434
821,0.49572446942329407
822,0.49800798296928406
823,0.49229204654693604
824,0.491820752620697
825,0.48980897665023804
826,0.5006459355354309
827,0.4937419891357422
828,0.49514907598495483
829,0.5002849102020264
830,0.5000207424163818
831,0.5042276382446289
832,0.5012360215187073
833,0.49387475848197937
834,0.4851895272731781
835,0.49075648188591003
836,0.4948365092277527
837,0.49853408336639404
838,0.4977942109107971
839,0.49028509855270386
840,0.4938284158706665
841,0.493620365858078
842,0.5027108192443848
843,0.5115182399749756
844,0.5066260099411011
845,0.5027208924293518
846,0.48741334676742554
847,0.5115908980369568
848,0.5029972791671753
849,0.4882931113243103
850,0.5008159875869751
851,0.49514907598495483
852,0.4928381145000458
853,0.4903223514556885
854,0.4908444285392761
855,0.5003010630607605
856,0.4970637559890747
857,0.4842120409011841
858,0.4902723729610443
859,0.49601179361343384
860,0.49105745553970337
861,0.4923262298107147
862,0.5023245811462402
863,0.4882911443710327
864,0.5050445795059204
865,0.48571714758872986
866,0.49922046065330505
867,0.4879585802555084
868,0.4936653673648834
869,0.492387980222702
870,0.49083563685417175
871,0.49070000648498535
872,0.4992397129535675
873,0.5022833347320557
874,0.500381350517273
875,0.4905044138431549
876,0.49586382508277893
877,0.49856114387512207
878,0.4935867488384247
879,0.4980940818786621
880,0.486890971660614
881,0.48481521010398865
882,0.4995758533477783
883,0.4944309890270233
884,0.4900605082511902
885,0.48803168535232544
886,0.49660834670066833
887,0.4883880019187927
888,0.5024508833885193
889,0.49526482820510864
890,0.478593647480011
891,0.4916989207267761
892,0.48956167697906494
893,0.4799681007862091
894,0.4883306324481964
895,0.48189932107925415
896,0.4892688989639282
897,0.5063940286636353
898,0.4901301860809326
899,0.491100013256073
900,0.49780550599098206
901,0.48527228832244873
902,0.5014464259147644
903,0.4932863116264343
904,0.5007656216621399
905,0.5020771026611328
906,0.49663668870925903
907,0.4999086558818817
908,0.4943467974662781
909,0.4879859685897827
910,0.48799124360084534
911,0.4910724461078644
912,0.4962991178035736
913,0.4895055890083313
914,0.48987188935279846
915,0.48694565892219543
916,0.4882502555847168
917,0.4976288676261902
918,0.4926352798938751
919,0.4950341582298279
920,0.48233264684677124
921,0.49900293350219727
922,0.4858442544937134
923,0.5007864236831665
924,0.4865571856498718
925,0.48561081290245056
926,0.48851314187049866
927,0.48883241415023804
928,0.48395898938179016
929,0.4839674234390259
930,0.4819493889808655
931,0.4910947382450104
932,0.47649189829826355
933,0.4916767477989197
934,0.484651118516922
935,0.4909684658050537
936,0.4955030679702759
937,0.48804527521133423
938,0.48351627588272095
939,0.48642319440841675
940,0.48971056938171387
941,0.49273186922073364
942,0.4836661219596863
943,0.4936555027961731
944,0.47787269949913025
945,0.504905104637146
946,0.4781171381473541
947,0.492983877658844
948,0.4815364480018616
949,0.4876895546913147
950,0.4898723065853119
951,0.4960603415966034
952,0.4860002100467682
953,0.4892381727695465
954,0.4864773750305176
955,0.4729922115802765
956,0.48582905530929565
957,0.49013760685920715
958,0.4867804944515228
959,0.4781511425971985
960,0.4813968241214752
961,0.49270176887512207
962,0.48825013637542725
963,0.4979947805404663
964,0.4786178767681122
965,0.4864312708377838
966,0.47464364767074585
967,0.48253771662712097
968,0.48737379908561707
969,0.47941410541534424
970,0.48267415165901184
971,0.483135461807251
972,0.4836595058441162
973,0.4880220293998718
974,0.4772575795650482
975,0.48364123702049255
976,0.48931658267974854
977,0.4908556342124939
978,0.49361246824264526
979,0.48983851075172424
980,0.48430079221725464
981,0.4907669425010681
982,0.48249727487564087
983,0.4826989471912384
984,0.48091205954551697
985,0.48641523718833923
986,0.493970662355423
987,0.49018344283103943
988,0.4794086813926697
989,0.4797397553920746
990,0.4858279228210449
991,0.49064528942108154
992,0.49855276942253113
993,0.4982386827468872
994,0.5023790001869202
995,0.48297324776649475
996,0.4891025125980377
997,0.48011812567710876
998,0.4828506410121918
999,0.49366143345832825
1000,0.4904434084892273
1001,0.48828765749931335
1002,0.5012308955192566
1003,0.48502135276794434
1004,0.4769127070903778
1005,0.4984702467918396
1006,0.4896644055843353
1007,0.4911237955093384
1008,0.4983951151371002
1009,0.49778908491134644
1010,0.48371192812919617
1011,0.48790836334228516
1012,0.4828772246837616
1013,0.49626463651657104
1014,0.4779503047466278
1015,0.48587632179260254
1016,0.4983246624469757
1017,0.4840569496154785
1018,0.49483951926231384
1019,0.49383291602134705
1020,0.48303478956222534
1021,0.48253291845321655
1022,0.485495924949646
1023,0.4900614619255066
1024,0.47735077142715454
1025,0.48174041509628296
1026,0.4862838387489319
1027,0.47425776720046997
1028,0.4852004647254944
1029,0.48841574788093567
1030,0.4774147868156433
1031,0.4813315272331238
1032,0.48172932863235474
1033,0.48556002974510193
1034,0.4874935746192932
1035,0.47499242424964905
1036,0.4795728921890259
1037,0.4849988520145416
1038,0.4885413348674774
1039,0.4842863380908966
1040,0.4766682982444763
1041,0.4736560583114624
1042,0.4781728684902191
1043,0.48340705037117004
1044,0.48176172375679016
1045,0.4829806089401245
1046,0.48360294103622437
1047,0.4852205216884613
1048,0.48377612233161926
1049,0.5030621886253357
1050,0.4764167368412018
1051,0.47904300689697266
1052,0.489739328622818
1053,0.4805890917778015
1054,0.48924875259399414
1055,0.4985369145870209
1056,0.48665228486061096
1057,0.4787513315677643
1058,0.4820196032524109
1059,0.4772273302078247
1060,0.4778437912464142
1061,0.4952843487262726
1062,0.4768989384174347
1063,0.49173611402511597
1064,0.48591911792755127
1065,0.4830702245235443
1066,0.49327120184898376
1067,0.48614779114723206
1068,0.4930795729160309
1069,0.4919436275959015
1070,0.48172691464424133
1071,0.4819325804710388
1072,0.4857019782066345
1073,0.4754503071308136
1074,0.4857620596885681
1075,0.48035290837287903
1076,0.50337815284729
1077,0.4829137921333313
1078,0.4965556859970093
1079,0.48617061972618103
1080,0.4883063733577728
1081,0.49274203181266785
1082,0.4764552116394043
1083,0.4812263548374176
1084,0.4839495122432709
1085,0.47944310307502747
1086,0.48547759652137756
1087,0.4875115752220154
1088,0.4795919358730316
1089,0.47675350308418274
1090,0.4724122881889343
1091,0.4881223738193512
1092,0.4799931049346924
1093,0.4830964505672455
1094,0.4816630184650421
1095,0.48797181248664856
1096,0.48848018050193787
1097,0.4961060881614685
1098,0.4802650511264801
1099,0.4876972734928131
1100,0.480542927980423
1101,0.480998158454895
1102,0.48046356439590454
1103,0.4911976158618927
1104,0.47906726598739624
1105,0.4835405647754669
1106,0.48111844062805176
1107,0.4666396975517273
1108,0.49316030740737915
1109,0.496315062046051
1110,0.49346840381622314
1111,0.47326749563217163
1112,0.4742017090320587
1113,0.47092074155807495
1114,0.4795030951499939
1115,0.47539857029914856
1116,0.48394498229026794
1117,0.4790800213813782
1118,0.47578713297843933
1119,0.47246432304382324
1120,0.4816685616970062
1121,0.4795692563056946
1122,0.4743756055831909
1123,0.4755275845527649
1124,0.4793716371059418
1125,0.4754098951816559
1126,0.4925910532474518
1127,0.487228661775589
1128,0.4727907180786133
1129,0.49081388115882874
1130,0.47717538475990295
1131,0.49031373858451843
1132,0.47780147194862366
1133,0.46968623995780945
1134,0.4822918176651001
1135,0.48626014590263367
1136,0.4848220944404602
1137,0.4885840117931366
1138,0.47511234879493713
1139,0.4862847328186035
1140,0.47519034147262573
1141,0.4895588755607605
1142,0.4874602258205414
1143,0.4773319661617279
1144,0.4794347286224365
1145,0.4763602912425995
1146,0.48241716623306274
1147,0.48462390899658203
1148,0.4764274060726166
1149,0.48057541251182556
1150,0.47214847803115845
1151,0.4781526029109955
1152,0.48012468218803406
1153,0.4795634150505066
1154,0.47579386830329895
1155,0.48405909538269043
1156,0.4753047525882721
1157,0.4847120940685272
1158,0.4788549244403839
1159,0.47725623846054077
1160,0.4842638373374939
1161,0.4775209128856659
1162,0.4706224501132965
1163,0.48757514357566833
1164,0.48014044761657715
1165,0.4815915524959564
1166,0.4808341860771179
1167,0.4755488932132721
1168,0.48264235258102417
1169,0.4702214300632477
1170,0.4827742576599121
1171,0.4803025722503662
1172,0.47908279299736023
1173,0.47661519050598145
1174,0.4799644649028778
1175,0.47078123688697815
1176,0.478704035282135
1177,0.4983642101287842
1178,0.48911529779434204
1179,0.47746092081069946
1180,0.4778777062892914
1181,0.47226572036743164
1182,0.4666297137737274
1183,0.48145371675491333
1184,0.4795010983943939
1185,0.4863075911998749
1186,0.49161165952682495
1187,0.4768129587173462
1188,0.48611730337142944
1189,0.48506686091423035
1190,0.4790957272052765
1191,0.4752298593521118
1192,0.48262569308280945
1193,0.4781593084335327
1194,0.46980488300323486
1195,0.47844573855400085
1196,0.4758567810058594
1197,0.47728314995765686
1198,0.4765367805957794
1199,0.47390517592430115
1200,0.4790698289871216
1201,0.478593111038208
1202,0.48234814405441284
1203,0.47679486870765686
1204,0.4729389250278473
1205,0.47899776697158813
1206,0.47638076543807983
1207,0.4759513735771179
1208,0.47601231932640076
1209,0.4739670753479004
1210,0.47620126605033875
1211,0.46931636333465576
1212,0.4836743175983429
1213,0.4796464145183563
1214,0.48187392950057983
1215,0.47219449281692505
1216,0.4805874526500702
1217,0.47610825300216675
1218,0.47065725922584534
1219,0.48389437794685364
1220,0.4879152774810791
1221,0.47720232605934143
1222,0.47725212574005127
1223,0.48781833052635193
1224,0.4854888916015625
1225,0.47868508100509644
1226,0.4723949730396271
1227,0.4746323525905609
1228,0.46951794624328613
1229,0.47281378507614136
1230,0.4749191403388977
1231,0.48429906368255615
1232,0.4764675199985504
1233,0.47872480750083923
1234,0.47896942496299744
1235,0.4842957556247711
1236,0.4828110933303833
1237,0.4809686541557312
1238,0.47683340311050415
1239,0.4809671640396118
1240,0.4848838448524475
1241,0.4817742109298706
1242,0.4778186082839966
1243,0.4864012598991394
1244,0.47669288516044617
1245,0.4852997958660126
1246,0.4793905019760132
1247,0.484735369682312
1248,0.4883122742176056
1249,0.4727737605571747
1250,0.4695391058921814
1251,0.4838654696941376
1252,0.4727672040462494
1253,0.4782838225364685
1254,0.47590407729148865
1255,0.47385579347610474
1256,0.4900805950164795
1257,0.47481444478034973
1258,0.47356951236724854
